date_observed,store,item_name,normalized_name,brand,category,price,size,unit,normalized_price_per_unit,normalized_unit,source,notes
2026-05-14,intermarche-joliette,EAU PÉTILLANTE AROMATISÉE AUX FRUITS DE LA PASSION ET GOYAVE,EAU PÉTILLANTE AROMATISÉE AUX FRUITS DE LA PASSION ET GOYAVE,PC,,5.75,,,5.75,unknown,flipp,
2026-05-14,intermarche-joliette,FROMAGE NON AFFINÉ À PÂTE FERME OAXACA OU FROMAGE NON AFFINÉ À PÂTE DURE COTIJA,FROMAGE NON AFFINÉ À PÂTE FERME OAXACA OU FROMAGE NON AFFINÉ À PÂTE DURE COTIJA,PC,,9,,,9,unknown,flipp,
2026-05-14,intermarche-joliette,BEURRE D'ARACHIDE,beurre,sans nom®,,5.29,,,5.29,unknown,flipp,
2026-05-14,intermarche-joliette,CROUSTILLES À SAVEUR DE POULET JERK SAVEURS DU MONDE,CROUSTILLES À SAVEUR DE POULET JERK SAVEURS DU MONDE,PC,,5,,,5,unknown,flipp,
2026-05-14,intermarche-joliette,PRODUIT DE FROMAGE À LA CRÈME OU JUS D'ORANGE OU COCKTAIL À LA CANNEBERGE,jus d orange,PHILADELPHIA | SIMPLY,,3.99,,,3.99,unknown,flipp,
2026-05-14,intermarche-joliette,"FROMAGE BOCCONCINI, FETA OU PARMESAN MOZZARINA FRAÎCHE","FROMAGE BOCCONCINI, FETA OU PARMESAN MOZZARINA FRAÎCHE",Saputo,,4.49,,,4.49,unknown,flipp,
2026-05-14,intermarche-joliette,PIZZA GIUSEPPE,PIZZA GIUSEPPE,Dr. Oetker,,4.99,,,4.99,unknown,flipp,
2026-05-14,intermarche-joliette,"REPAS DE POULET À L'ORANGE, DE PALAK PANEER OU POULET DES CARAÏBES","REPAS DE POULET À L'ORANGE, DE PALAK PANEER OU POULET DES CARAÏBES",PC,,4,,,4,unknown,flipp,
2026-05-14,intermarche-joliette,CHARCUTERIE,CHARCUTERIE,Fantino & Mondello,,5.99,,,5.99,unknown,flipp,
2026-05-14,intermarche-joliette,MANGUES ATAULFO OU ROUGES,MANGUES ATAULFO OU ROUGES,,,5,,,5,unknown,flipp,
2026-05-14,intermarche-joliette,BURGERS DE BŒUF LE CHOIX DU BOUCHERMC,BURGERS DE BŒUF LE CHOIX DU BOUCHERMC,,,21.99,,,21.99,unknown,flipp,
2026-05-14,intermarche-joliette,KIT DE SALADE HACHÉE BIG SMASH,KIT DE SALADE HACHÉE BIG SMASH,PC,,6,,,6,unknown,flipp,
2026-05-14,intermarche-joliette,FROMAGE PARMESAN TROUSSE RÂPÉ OU TROUSSE À PIZZA,FROMAGE PARMESAN TROUSSE RÂPÉ OU TROUSSE À PIZZA,Kraft,,7.49,,,7.49,unknown,flipp,
2026-05-14,intermarche-joliette,"MÉDAILLONS DE BŒUF, ENROBÉS DE BACON","MÉDAILLONS DE BŒUF, ENROBÉS DE BACON",Marcangelo Chicken,,12.99,,,12.99,unknown,flipp,
2026-05-14,intermarche-joliette,POISSON EN PÂTE OU PANÉ,POISSON EN PÂTE OU PANÉ,HIGH LINER®,,6.99,,,6.99,unknown,flipp,
2026-05-14,intermarche-joliette,CREVETTES NORDIQUES SAUVAGES CUITES DÉCORTIQUÉES,CREVETTES NORDIQUES SAUVAGES CUITES DÉCORTIQUÉES,PC,,10.99,,,10.99,unknown,flipp,
2026-05-14,intermarche-joliette,MANGUE ET PÊCHE ROUGE,MANGUE ET PÊCHE ROUGE,PC,,3,,,3,unknown,flipp,
2026-05-14,intermarche-joliette,PAILLES OU CROUSTILLES SENSIBLE PORTIONS OU CROUSTILLES,PAILLES OU CROUSTILLES SENSIBLE PORTIONS OU CROUSTILLES,GARDEN VEGGIE | KETTLE BRAND,,3.29,,,3.29,unknown,flipp,
2026-05-14,intermarche-joliette,CÉRÉALES GRANOLA,CÉRÉALES GRANOLA,PC,,3.99,,,3.99,unknown,flipp,
2026-05-14,intermarche-joliette,"MINI-MUFFINS, BROWNIES SCHOOLSAFE, MINI-MUFFINS OU BISCUITS RONDEAU","MINI-MUFFINS, BROWNIES SCHOOLSAFE, MINI-MUFFINS OU BISCUITS RONDEAU",PC | LITTLE BITES,,4.29,,,4.29,unknown,flipp,
2026-05-14,intermarche-joliette,BIÈRE DÉSALCOOLISÉE,BIÈRE DÉSALCOOLISÉE,PC,,8.29,,,8.29,unknown,flipp,
2026-05-14,intermarche-joliette,TARTINADE DE FRUITS OU DOUBLE FRUIT,TARTINADE DE FRUITS OU DOUBLE FRUIT,Smucker's,,6.49,,,6.49,unknown,flipp,
2026-05-14,intermarche-joliette,SALADE,SALADE,ATTITUDE FRAÎCHE,,4.49,,,4.49,unknown,flipp,
2026-05-14,intermarche-joliette,CHOU FRISÉ OU ÉPINARDS,CHOU FRISÉ OU ÉPINARDS,,,1.99,,,1.99,unknown,flipp,
2026-05-14,intermarche-joliette,CŒURS DE ROMAINE,CŒURS DE ROMAINE,,,4.99,,,4.99,unknown,flipp,
2026-05-14,intermarche-joliette,BIFTECKS OU RÔTI DE FAUX-FILET DE BŒUF AUSTRALIEN DÉSOSSÉ*,BIFTECKS OU RÔTI DE FAUX-FILET DE BŒUF AUSTRALIEN DÉSOSSÉ*,,,10.99,,,10.99,unknown,flipp,
2026-05-14,intermarche-joliette,SAUCISSE DE POULET FUMÉE,SAUCISSE DE POULET FUMÉE,PC,,6.5,,,6.5,unknown,flipp,
2026-05-14,intermarche-joliette,THON BLANC,THON BLANC,Clover Leaf,,3.99,,,3.99,unknown,flipp,
2026-05-14,intermarche-joliette,SAUCE OU VINAIGRETTE,SAUCE OU VINAIGRETTE,ST-HUBERT | SANS NOM®,,1.99,,,1.99,unknown,flipp,
2026-05-14,intermarche-joliette,LITIÈRE AGGLOMÉRANTE POUR CHATS,LITIÈRE AGGLOMÉRANTE POUR CHATS,sans nom®,,11.49,,,11.49,unknown,flipp,
2026-05-14,superc-joliette,Croustilles tortilla Doritos,Croustilles tortilla Doritos,,,2.97,,,2.97,unknown,flipp,
2026-05-14,superc-joliette,Bagels tranchés Selection,Bagels tranchés Selection,,,2.49,,,2.49,unknown,flipp,
2026-05-14,superc-joliette,"Boisson de malt alcoolisée Bacardi+ Breezer, Poppers, Twisted Tea","Boisson de malt alcoolisée Bacardi+ Breezer, Poppers, Twisted Tea",,,23.99,,,23.99,unknown,flipp,
2026-05-14,superc-joliette,Biftecks Français BBQ Asiatique,Biftecks Français BBQ Asiatique,,,9.99,,,9.99,unknown,flipp,
2026-05-14,superc-joliette,Rôti de bas de palette désossé,Rôti de bas de palette désossé,,,8.99,,,8.99,unknown,flipp,
2026-05-14,superc-joliette,Craquelins aux légumes Crisps Dare,Craquelins aux légumes Crisps Dare,,,2.49,,,2.49,unknown,flipp,
2026-05-14,superc-joliette,Céréales Jordans,Céréales Jordans,,,5.99,,,5.99,unknown,flipp,
2026-05-14,superc-joliette,Croustilles Kettle,Croustilles Kettle,,,2.99,,,2.99,unknown,flipp,
2026-05-14,superc-joliette,Chocolat Brookside,Chocolat Brookside,,,5.49,,,5.49,unknown,flipp,
2026-05-14,superc-joliette,Sauce BBQ Kraft,Sauce BBQ Kraft,,,1.99,,,1.99,unknown,flipp,
2026-05-14,superc-joliette,Salami Irrésistible,Salami Irrésistible,,,4.99,,,4.99,unknown,flipp,
2026-05-14,superc-joliette,Gâteau McCain,Gâteau McCain,,,4.99,,,4.99,unknown,flipp,
2026-05-14,superc-joliette,Repas Crave,Repas Crave,,,3.99,,,3.99,unknown,flipp,
2026-05-14,superc-joliette,Pains à hot-dog ou à hamburger Pom,pain,,,3.99,,,3.99,unknown,flipp,
2026-05-14,superc-joliette,Fromage Boursin,Fromage Boursin,,,4.99,,,4.99,unknown,flipp,
2026-05-14,superc-joliette,Croustilles Lay's,Croustilles Lay's,,,2.97,,,2.97,unknown,flipp,
2026-05-14,superc-joliette,"Bière Labatt, Molson, Sleeman","Bière Labatt, Molson, Sleeman",,,73,,,73,unknown,flipp,
2026-05-14,superc-joliette,"Boisson de malt alcoolisée Clawtails, White Claw, Captain Morgan","Boisson de malt alcoolisée Clawtails, White Claw, Captain Morgan",,,23.99,,,23.99,unknown,flipp,
2026-05-14,superc-joliette,Pommes de terre Cavendish,pommes,,,2.99,,,2.99,unknown,flipp,
2026-05-14,superc-joliette,Bonbons à la gelée Juicee Dare,Bonbons à la gelée Juicee Dare,,,3.99,,,3.99,unknown,flipp,
2026-05-14,superc-joliette,Capsules de café Irrésistible,cafe,,,29.99,,,29.99,unknown,flipp,
2026-05-14,superc-joliette,Côtelettes de porc frais érable-chipotle,cotes de porc,,,4.99,,,4.99,unknown,flipp,
2026-05-14,superc-joliette,Jarlsberg,Jarlsberg,,,15.99,,,15.99,unknown,flipp,
2026-05-14,superc-joliette,Arachides Irrésistible,Arachides Irrésistible,,,6.99,,,6.99,unknown,flipp,
2026-05-14,superc-joliette,Amandes Irrésistible,Amandes Irrésistible,,,9.99,,,9.99,unknown,flipp,
2026-05-14,superc-joliette,Fromage à la crème Lactantia,Fromage à la crème Lactantia,,,2.99,,,2.99,unknown,flipp,
2026-05-14,superc-joliette,Sauce à pizza Primo,Sauce à pizza Primo,,,2.49,,,2.49,unknown,flipp,
2026-05-14,superc-joliette,Noyan Fritz,Noyan Fritz,,,14.29,,,14.29,unknown,flipp,
2026-05-14,superc-joliette,Bleu Danois traditionnel Castello,Bleu Danois traditionnel Castello,,,12.49,,,12.49,unknown,flipp,
2026-05-14,superc-joliette,"Brochettes de boeuf, de poulet ou de porc","Brochettes de boeuf, de poulet ou de porc",,,9.99,,,9.99,unknown,flipp,
2026-05-14,superc-joliette,"Bière Corona Extra, Stella Artois, Heineken, Heineken Silver","Bière Corona Extra, Stella Artois, Heineken, Heineken Silver",,,30.66,,,30.66,unknown,flipp,
2026-05-14,superc-joliette,Biftecks de côte d'aloyau,Biftecks de côte d'aloyau,,,9.88,,,9.88,unknown,flipp,
2026-05-14,superc-joliette,Mûres,Mûres,,,1.99,,,1.99,unknown,flipp,
2026-05-14,superc-joliette,Pizza aux tomates Rustica,Pizza aux tomates Rustica,,,5.99,,,5.99,unknown,flipp,
2026-05-14,superc-joliette,Gros melon d'eau entier sans pépins,Gros melon d'eau entier sans pépins,,,5.99,,,5.99,unknown,flipp,
2026-05-14,superc-joliette,Feta en saumure Selection,Feta en saumure Selection,,,16,,,16,unknown,flipp,
2026-05-14,superc-joliette,Amandes naturelles Irrésistible,Amandes naturelles Irrésistible,,,7.99,,,7.99,unknown,flipp,
2026-05-14,superc-joliette,Noix de cajou entières rôties Irrésistible,Noix de cajou entières rôties Irrésistible,,,9.99,,,9.99,unknown,flipp,
2026-05-14,superc-joliette,Gros cantaloup,Gros cantaloup,,,3.99,,,3.99,unknown,flipp,
2026-05-14,superc-joliette,Boules de pâte à pizza surgelées Selection,Boules de pâte à pizza surgelées Selection,,,3.99,,,3.99,unknown,flipp,
2026-05-14,superc-joliette,Tarte à la crème Irrésistible,Tarte à la crème Irrésistible,,,11.99,,,11.99,unknown,flipp,
2026-05-14,superc-joliette,Pâté aux trois viandes style maison Irrésistible,Pâté aux trois viandes style maison Irrésistible,,,6.99,,,6.99,unknown,flipp,
2026-05-14,superc-joliette,Émincé de jambon ou de poitrine de dinde Selection,Émincé de jambon ou de poitrine de dinde Selection,,,5.49,,,5.49,unknown,flipp,
2026-05-14,superc-joliette,"Boisson de malt SVNS Hard, Bud Light Chelada","Boisson de malt SVNS Hard, Bud Light Chelada",,,22.99,,,22.99,unknown,flipp,
2026-05-14,superc-joliette,Pépites de poulet panées Sunrise Farms,Pépites de poulet panées Sunrise Farms,,,6.99,,,6.99,unknown,flipp,
2026-05-14,superc-joliette,Céréales General Mills,Céréales General Mills,,,5.47,,,5.47,unknown,flipp,
2026-05-14,superc-joliette,Gouda doux sans lactose Bergeron,Gouda doux sans lactose Bergeron,,,13.99,,,13.99,unknown,flipp,
2026-05-14,superc-joliette,Hauts de cuisse de poulet frais shish taouk,Hauts de cuisse de poulet frais shish taouk,,,7.99,,,7.99,unknown,flipp,
2026-05-14,superc-joliette,Filets de saumon Atlantique frais,saumon,,,8.99,,,8.99,unknown,flipp,
2026-05-14,superc-joliette,Fromage en bloc Cracker Barrel,fromage cheddar,,,5.97,,,5.97,unknown,flipp,
2026-05-14,superc-joliette,Carottes nantaises douces,Carottes nantaises douces,,,2.99,,,2.99,unknown,flipp,
2026-05-14,superc-joliette,Portions de poisson panées Blue Water,Portions de poisson panées Blue Water,,,9.99,,,9.99,unknown,flipp,
2026-05-14,superc-joliette,Artichauts marinés Unico,Artichauts marinés Unico,,,6.49,,,6.49,unknown,flipp,
2026-05-14,superc-joliette,Pâtes farcies Irrésistible,pates,,,6,,,6,unknown,flipp,
2026-05-14,superc-joliette,Cretons Norel,Cretons Norel,,,3.99,,,3.99,unknown,flipp,
2026-05-14,superc-joliette,Burgers Irrésistible,Burgers Irrésistible,,,16.99,,,16.99,unknown,flipp,
2026-05-14,superc-joliette,Pistaches Irrésistible,Pistaches Irrésistible,,,6.99,,,6.99,unknown,flipp,
2026-05-14,superc-joliette,Préparation de fromage fondu Singles Kraft,Préparation de fromage fondu Singles Kraft,,,3.97,,,3.97,unknown,flipp,
2026-05-14,superc-joliette,Laitues duo Gen V,lait,,,1.99,,,1.99,unknown,flipp,
2026-05-14,superc-joliette,"Boisson gazeuse Pepsi, Coke","Boisson gazeuse Pepsi, Coke",,,3.75,,,3.75,unknown,flipp,
2026-05-14,superc-joliette,Fromage feta Selection,Fromage feta Selection,,,4.99,,,4.99,unknown,flipp,
2026-05-14,superc-joliette,Boeuf pour fondue Selection,Boeuf pour fondue Selection,,,7.99,,,7.99,unknown,flipp,
2026-05-14,superc-joliette,Sans gluten saucisses Selection,Sans gluten saucisses Selection,,,4.99,,,4.99,unknown,flipp,
2026-05-14,superc-joliette,Flocons de goberge à saveur de crabe Selection,Flocons de goberge à saveur de crabe Selection,,,3.49,,,3.49,unknown,flipp,
2026-05-14,superc-joliette,Hauts de cuisses de poulet frais,Hauts de cuisses de poulet frais,,,7.99,,,7.99,unknown,flipp,
2026-05-14,superc-joliette,Nourriture pour chats Whiskas,Nourriture pour chats Whiskas,,,8.49,,,8.49,unknown,flipp,
2026-05-14,superc-joliette,Saucisses fumées Hygrade,Saucisses fumées Hygrade,,,2.49,,,2.49,unknown,flipp,
2026-05-14,superc-joliette,Craquelins Premium Plus Christie,Craquelins Premium Plus Christie,,,3.49,,,3.49,unknown,flipp,
2026-05-14,superc-joliette,Boisson énergisante Monster,Boisson énergisante Monster,,,9.49,,,9.49,unknown,flipp,
2026-05-14,superc-joliette,Boisson sportive Powerade,Boisson sportive Powerade,,,1.49,,,1.49,unknown,flipp,
2026-05-14,superc-joliette,Mélange à Gâteau Betty Crocker,Mélange à Gâteau Betty Crocker,Betty Crocker,,1.87,,,1.87,unknown,flipp,
2026-05-14,superc-joliette,Ketchup aux tomates Heinz,Ketchup aux tomates Heinz,,,6.97,,,6.97,unknown,flipp,
2026-05-14,superc-joliette,Barres de céréales Nutri Grain Kellogg's,Barres de céréales Nutri Grain Kellogg's,,,2.65,,,2.65,unknown,flipp,
2026-05-14,superc-joliette,Friandises chocolatées Cadbury,Friandises chocolatées Cadbury,,,4.99,,,4.99,unknown,flipp,
2026-05-14,superc-joliette,Haloumi Le Bédouin,Haloumi Le Bédouin,,,12.99,,,12.99,unknown,flipp,
2026-05-14,superc-joliette,Plateau raclette sans lactose Monsieur Gustav,Plateau raclette sans lactose Monsieur Gustav,,,10.99,,,10.99,unknown,flipp,
2026-05-14,superc-joliette,Mangue miel (Ataulfo),Mangue miel (Ataulfo),,,0.98,,,0.98,unknown,flipp,
2026-05-14,superc-joliette,Bocconcini mini Tre Stelle,Bocconcini mini Tre Stelle,,,13.99,,,13.99,unknown,flipp,
2026-05-14,superc-joliette,Havarti Castello,Havarti Castello,,,10.29,,,10.29,unknown,flipp,
2026-05-14,superc-joliette,Graines de tournesol rôties salées Irrésistible,Graines de tournesol rôties salées Irrésistible,,,3.99,,,3.99,unknown,flipp,
2026-05-14,superc-joliette,Noix de Grenoble moitiés et morceaux Irrésistible,Noix de Grenoble moitiés et morceaux Irrésistible,,,7.99,,,7.99,unknown,flipp,
2026-05-14,superc-joliette,Assaisonnements Club House,Assaisonnements Club House,,,2.99,,,2.99,unknown,flipp,
2026-05-14,superc-joliette,Poires Bartlett ou Bosc,Poires Bartlett ou Bosc,,,1.99,,,1.99,unknown,flipp,
2026-05-14,superc-joliette,Eau de source gazéifiée Maison Perrier,Eau de source gazéifiée Maison Perrier,,,6.99,,,6.99,unknown,flipp,
2026-05-14,superc-joliette,Panier fleuri,Panier fleuri,,,13.5,,,13.5,unknown,flipp,
2026-05-14,superc-joliette,Patio fleuri prestige prestige flowered patio,Patio fleuri prestige prestige flowered patio,,,39.99,,,39.99,unknown,flipp,
2026-05-14,superc-joliette,Terre à jardin Selection,Terre à jardin Selection,,,2,,,2,unknown,flipp,
2026-05-14,superc-joliette,Tomates Selection,Tomates Selection,,,1.79,,,1.79,unknown,flipp,
2026-05-14,superc-joliette,Compost de crevettes ou fumier de mouton composté,Compost de crevettes ou fumier de mouton composté,,,3.69,,,3.69,unknown,flipp,
2026-05-14,superc-joliette,Plant de bleuets ou framboises,Plant de bleuets ou framboises,,,18.99,,,18.99,unknown,flipp,
2026-05-14,superc-joliette,Paillis de cèdre rouge ou noir,Paillis de cèdre rouge ou noir,,,5.99,,,5.99,unknown,flipp,
2026-05-14,superc-joliette,Patio Fleuri Coléus,Patio Fleuri Coléus,,,19.99,,,19.99,unknown,flipp,
2026-05-14,superc-joliette,Fougère suspendue,Fougère suspendue,,,19.99,,,19.99,unknown,flipp,
2026-05-14,superc-joliette,Plant de tomates en cage,Plant de tomates en cage,,,17.99,,,17.99,unknown,flipp,
2026-05-14,superc-joliette,Canna ou dahlia géant,Canna ou dahlia géant,,,19.99,,,19.99,unknown,flipp,
2026-05-14,superc-joliette,Hibiscus buisson,Hibiscus buisson,,,26.99,,,26.99,unknown,flipp,
2026-05-14,superc-joliette,Riz Vite & Bon Ben's Original,Riz Vite & Bon Ben's Original,,,1.69,,,1.69,unknown,flipp,
2026-05-14,superc-joliette,Beurre d'arachide Kraft,beurre,,,5.97,,,5.97,unknown,flipp,
2026-05-14,superc-joliette,"Bière Archibald, Blue Moon, Sapporo","Bière Archibald, Blue Moon, Sapporo",,,35.48,,,35.48,unknown,flipp,
2026-05-14,superc-joliette,Boisson sportive Gatorade,Boisson sportive Gatorade,,,21.99,,,21.99,unknown,flipp,
2026-05-14,superc-joliette,Plat D'accompagnement Sidekicks Knorr,Plat D'accompagnement Sidekicks Knorr,,,1.65,,,1.65,unknown,flipp,
2026-05-14,superc-joliette,Bacon Maple Leaf,Bacon Maple Leaf,,,5.99,,,5.99,unknown,flipp,
2026-05-14,superc-joliette,Plant de légumes assortis 9 cm ou fines herbes assorties 4 po,Plant de légumes assortis 9 cm ou fines herbes assorties 4 po,,,2.99,,,2.99,unknown,flipp,
2026-05-14,superc-joliette,Craquelins Cheez‑It,Craquelins Cheez‑It,,,1.99,,,1.99,unknown,flipp,
2026-05-14,superc-joliette,Biscuits Maxi Fruits Dare,Biscuits Maxi Fruits Dare,,,2.49,,,2.49,unknown,flipp,
2026-05-14,superc-joliette,Collations aux fruits Fruit o‑long,Collations aux fruits Fruit o‑long,,,2.99,,,2.99,unknown,flipp,
2026-05-14,superc-joliette,Boisson gazeuse Coke,Boisson gazeuse Coke,,,1.77,,,1.77,unknown,flipp,
2026-05-14,superc-joliette,Croustilles Pringles,Croustilles Pringles,,,2.47,,,2.47,unknown,flipp,
2026-05-14,superc-joliette,Ensemble mexicain Old El Paso,Ensemble mexicain Old El Paso,Old El Paso,,3.99,,,3.99,unknown,flipp,
2026-05-14,superc-joliette,Pizza Mikes,Pizza Mikes,,,6.47,,,6.47,unknown,flipp,
2026-05-14,superc-joliette,Craquelins Town House Kellogg's,Craquelins Town House Kellogg's,,,2.49,,,2.49,unknown,flipp,
2026-05-14,superc-joliette,Barres sucrées et salées Val Nature,Barres sucrées et salées Val Nature,,,2.99,,,2.99,unknown,flipp,
2026-05-14,superc-joliette,Eau pétillante Bubly,Eau pétillante Bubly,,,3.49,,,3.49,unknown,flipp,
2026-05-14,superc-joliette,Céréales Kellogg's,Céréales Kellogg's,,,3.99,,,3.99,unknown,flipp,
2026-05-14,superc-joliette,Fleecy assouplisseur de tissus,Fleecy assouplisseur de tissus,,,9.99,,,9.99,unknown,flipp,
2026-05-14,superc-joliette,Barre énergétique Mid-Day Squares,Barre énergétique Mid-Day Squares,,,2.49,,,2.49,unknown,flipp,
2026-05-14,superc-joliette,"Bière Archibald, Le Trou du Diable, Unibroue","Bière Archibald, Le Trou du Diable, Unibroue",,,14.99,,,14.99,unknown,flipp,
2026-05-14,superc-joliette,Cocktail sans alcool Atypique,Cocktail sans alcool Atypique,,,7.99,,,7.99,unknown,flipp,
2026-05-14,superc-joliette,Cooler léger Casal Domingo,Cooler léger Casal Domingo,,,17.99,,,17.99,unknown,flipp,
2026-05-14,superc-joliette,Boisson alcoolisée Pepito Sangria,Boisson alcoolisée Pepito Sangria,,,8.99,,,8.99,unknown,flipp,
2026-05-14,superc-joliette,Bière sans alcool Heineken,Bière sans alcool Heineken,,,26.49,,,26.49,unknown,flipp,
2026-05-14,superc-joliette,Vin blanc ou rouge,Vin blanc ou rouge,,,15.49,,,15.49,unknown,flipp,
2026-05-14,superc-joliette,Nettoyant pour cuvette Lysol,Nettoyant pour cuvette Lysol,,,3.49,,,3.49,unknown,flipp,
2026-05-14,superc-joliette,St-Paulin Fritz,St-Paulin Fritz,,,14.29,,,14.29,unknown,flipp,
2026-05-14,superc-joliette,Craquelins Good Thins Christie,Craquelins Good Thins Christie,,,3.99,,,3.99,unknown,flipp,
2026-05-14,superc-joliette,Noix de cajou Planters,Noix de cajou Planters,,,5.99,,,5.99,unknown,flipp,
2026-05-14,superc-joliette,Boisson à l'avoine Earth's Own,Boisson à l'avoine Earth's Own,,,4.99,,,4.99,unknown,flipp,
2026-05-14,superc-joliette,Friandises chocolatées Hershey's,Friandises chocolatées Hershey's,,,2.49,,,2.49,unknown,flipp,
2026-05-14,superc-joliette,Mélange à soupe Knorr,Mélange à soupe Knorr,Knorr,,1.69,,,1.69,unknown,flipp,
2026-05-14,superc-joliette,Mélange chocolat fruits et noix ou mélange de noix Irrésistible,Mélange chocolat fruits et noix ou mélange de noix Irrésistible,,,14.99,,,14.99,unknown,flipp,
2026-05-14,superc-joliette,Préparation crémeuse de soya Belsoy,Préparation crémeuse de soya Belsoy,,,2.49,,,2.49,unknown,flipp,
2026-05-14,superc-joliette,Jus biologique Kiju,Jus biologique Kiju,,,2.99,,,2.99,unknown,flipp,
2026-05-14,superc-joliette,Boisson au vin Nicolas Laloux,Boisson au vin Nicolas Laloux,,,9.49,,,9.49,unknown,flipp,
2026-05-14,superc-joliette,Moitiés de pacanes naturelles Irrésistible,Moitiés de pacanes naturelles Irrésistible,,,19.99,,,19.99,unknown,flipp,
2026-05-14,superc-joliette,Eau gazéifiée alcoolisée Coors Seltzer,Eau gazéifiée alcoolisée Coors Seltzer,,,22.99,,,22.99,unknown,flipp,
2026-05-14,superc-joliette,Mélange de noix Irrésistible,Mélange de noix Irrésistible,,,8.99,,,8.99,unknown,flipp,
2026-05-14,superc-joliette,Dentifrice Colgate,Dentifrice Colgate,,,3.99,,,3.99,unknown,flipp,
2026-05-14,superc-joliette,Thé glacé Fuze,Thé glacé Fuze,,,7.49,,,7.49,unknown,flipp,
2026-05-14,superc-joliette,Riz instantané Minute Rice,Riz instantané Minute Rice,,,4.49,,,4.49,unknown,flipp,
2026-05-14,superc-joliette,Pita Adonis,Pita Adonis,,,1.49,,,1.49,unknown,flipp,
2026-05-14,superc-joliette,Vin désalcoolisé Invitations,Vin désalcoolisé Invitations,,,7.19,,,7.19,unknown,flipp,
2026-05-14,superc-joliette,Palmier majesty XXL,Palmier majesty XXL,,,22.99,,,22.99,unknown,flipp,
2026-05-14,superc-joliette,Patio Fleuri Prestige,Patio Fleuri Prestige,,,39.99,,,39.99,unknown,flipp,
2026-05-14,superc-joliette,Smoothie Evive,Smoothie Evive,,,7.99,,,7.99,unknown,flipp,
2026-05-14,superc-joliette,Bière désalcoolisée Selection,Bière désalcoolisée Selection,,,8.99,,,8.99,unknown,flipp,
2026-05-14,superc-joliette,Balconnière avec dracéna,Balconnière avec dracéna,,,29.99,,,29.99,unknown,flipp,
2026-05-14,superc-joliette,Panier de fraises suspendu,fraises,,,17.99,,,17.99,unknown,flipp,
2026-05-14,superc-joliette,"Géranium 4,5 po ou plantes annuelles assorties, 4 po ou gerbera 4,5 po ou marguerite 4,5 po geranium","Géranium 4,5 po ou plantes annuelles assorties, 4 po ou gerbera 4,5 po ou marguerite 4,5 po geranium",,,3.99,,,3.99,unknown,flipp,
2026-05-14,superc-joliette,Papier hygiénique Cashmere,Papier hygiénique Cashmere,,,6.97,,,6.97,unknown,flipp,
2026-05-14,superc-joliette,Dessert glacé Nestlé,Dessert glacé Nestlé,,,4.94,,,4.94,unknown,flipp,
2026-05-14,superc-joliette,"Vin rouge, blanc ou rosé","Vin rouge, blanc ou rosé",,,9.99,,,9.99,unknown,flipp,
2026-05-14,superc-joliette,Jus réfrigéré Oasis,Jus réfrigéré Oasis,,,6.99,,,6.99,unknown,flipp,
2026-05-14,superc-joliette,Crème Sure Sealtest 14%,Crème Sure Sealtest 14%,,,2.99,,,2.99,unknown,flipp,
2026-05-14,superc-joliette,Gaufres Eggo Kellogg's,Gaufres Eggo Kellogg's,,,4.99,,,4.99,unknown,flipp,
2026-05-14,superc-joliette,Craquelins Breton Dare,Craquelins Breton Dare,,,2.49,,,2.49,unknown,flipp,
2026-05-14,superc-joliette,Pizza pochettes McCain,Pizza pochettes McCain,,,5.99,,,5.99,unknown,flipp,
2026-05-14,superc-joliette,Bonbons Sweet Sixteen Mondoux,Bonbons Sweet Sixteen Mondoux,,,5.99,,,5.99,unknown,flipp,
2026-05-14,superc-joliette,Confiture Bonne Maman,Confiture Bonne Maman,,,5.49,,,5.49,unknown,flipp,
2026-05-14,superc-joliette,Bonbons Maynards,Bonbons Maynards,,,4.49,,,4.49,unknown,flipp,
2026-05-14,superc-joliette,Barres granola biologiques Made Good,Barres granola biologiques Made Good,,,3.49,,,3.49,unknown,flipp,
2026-05-14,superc-joliette,Détergent pour la lessive La Parisienne,Détergent pour la lessive La Parisienne,,,4.49,,,4.49,unknown,flipp,
2026-05-14,superc-joliette,Trio de condiments Heinz,Trio de condiments Heinz,,,4.99,,,4.99,unknown,flipp,
2026-05-14,superc-joliette,Sangria d'Ici,Sangria d'Ici,,,22.99,,,22.99,unknown,flipp,
2026-05-14,superc-joliette,Bière sans alcool Corona Cero,Bière sans alcool Corona Cero,,,24.49,,,24.49,unknown,flipp,
2026-05-14,superc-joliette,Sangria Olé! Sangrita,Sangria Olé! Sangrita,,,22.99,,,22.99,unknown,flipp,
2026-05-14,superc-joliette,Jambon fumé genre toupie Gaspésien,Jambon fumé genre toupie Gaspésien,,,10.99,,,10.99,unknown,flipp,
2026-05-14,superc-joliette,Légumineuses Primo,Légumineuses Primo,Primo,,1.79,,,1.79,unknown,flipp,
2026-05-14,superc-joliette,Collations Gogo Squeez,Collations Gogo Squeez,,,8.99,,,8.99,unknown,flipp,
2026-05-14,superc-joliette,Brie Irrésistible Artisan,Brie Irrésistible Artisan,,,13.49,,,13.49,unknown,flipp,
2026-05-14,superc-joliette,Gouda Monsieur Gustav,Gouda Monsieur Gustav,GUSTAV,,13.99,,,13.99,unknown,flipp,
2026-05-14,superc-joliette,Brochettes de crevettes miel et ail,Brochettes de crevettes miel et ail,,,12,,,12,unknown,flipp,
